_ID	Puzzle	Parent	Child
16	24	Hmm	
16	24	What could be starting here?	
16	24		The swordfish?
16	24	Mm-hmm	
16	24		
16	24		There's swordfishes as big as sharks and shark and swordfish they attack
16	24		
16	24	I put a piece in	
16	24		And the swordfish might hit the shark a lot, like *sounds*
16	24		
16	24	Ouch	
16	24	Hmm	
16	24	Okay, so what goes over here?	
16	24		The anemone is about to sting, sting ####-
16	24		
16	24	There's a corner	
16	24		The anemone, is about to sting it
16	24	Look out crab!	
16	24		#### sting you
16	24	*laughing*	
16	24		Anemone stings its predators lots of times
16	24		If- Until it gets away
16	24	Mm-hmm	
16	24		And it-
16	24	It stings them enough that it stuns them, and then it pulls them in towards its mouth	
16	24	Works well with most fish, I think	
16	24	Anemones like to eat fish	
16	24		to eat fish
16	24		
16	24	Mm-hmm	
16	24		I got a , well
16	24		
16	24		'Cause I don't think ####
16	24		
16	24		A jellyfish won't try to eat a sea anemone, because a sea anemone will sting it!
16	24		
16	24	Yeah, what do you think would happen if a jellyfish floated by a sea anemone? Jellyfish have stinging tentacles, and anemones have stinging tentacles	
16	24		Wow
16	24	What would happen?	
16	24		Well, they might-
16	24	Do you think they wouldn't feel each other's stings, or do you think that they might have different kinds of stings?	
16	24		I think they have different kind of stings
16	24	Yeah, I don't know	
16	24	I don't know what would happen, if a jellyfish encountered a sea anemone	
16	24		This is ####-
16	24		
16	24	One last piece after this one	
16	24		
16	24	One last piece!	
16	24		
16	24		
16	24	Nice job	
16	24		Mommy
16	24	Do you wanna run across the hall and let them know that we finished the second puzzle?	
16	24		Yeah
16	24	We did that one quickly	
16	24		Mommy, and sea anemones, jellyfish and sea anemones...
16	24	Yep	
16	24		have stings which if they get stinged enough, it- The thing will die, or maybe-
16	24	At least paralyzed, I would think	
16	24		Yeah
16	24	So it can't move	
16	24	And it can't swim away	
16	24	Because jellyfish, they don't move very fast, they just bob around, and sea anemones, they're fixed in one spot	
16	24	So I think they they don't want their prey to be able to get away, because they wouldn't be able to chase it	
16	24	So they hunt in a different way	
16	24		To sting it! *sounds*
16	24	Yeah	
16	24		Dead. So, so
16	24		They will just be bobbing around
16	24	*sounds*	
16	24		And won't know this, a sea anemone going to attack it
16	24	*sounds*	
16	24		*sounds*
16	24	*laughing*	
16	24	Right? It looks so inviting, it's this pretty flower-looking thing, they fish just swims up, thinking it's going to be a nice place to hang out	
16	24		Well, a jellyfish
16	24	Bad luck for the fish, good luck for the anemone!	
16	24		Well
16	24		Like, this'll just be bobbing around, and this kind of animal can splash himself away with his tentacles
16	24	Yeah, they- they- Their big top is in the shape of a bell and the squeeze the bell and they *sounds* swim around like that *sounds*	
16	24		A- And some sea anemones can, can swim around
16	24	I don't think so, I think that they are attached, to, usually coral	
16	24		Well, they have little sticky suction cup feet
16	24	You're thinking of something else, what are you think- You're thinking of... Scallops!	
16	24	Scallops	
16	24	Can detach and push themselves around with their foot, can't they?	
16	24		Yeah
16	24	O- or they, or they, they can swim by opening and closing their shell	
16	24		Yes ###
16	24	Yeah, sea scallops	
16	24		And, sea anemones can move also
16	24		They o- They're, they're
16	24	Yeah I don't know. We should look it up again in the magazine that we got all about sea anemones	
16	24		They're they're let go, and float away, and they're direction their self with their tentacles
16	24	Oh, see I thought that that was the sea scallops. We can look it up	
16	24	We'll find out for sure	
16	24	We have that magazine that's all about- We have one that's all about sea anemones, and we have one that's all about sea scallops. So we will look it up, and if the magazines don't tell us, then we can look it up	
16	24	From a different source	
16	24	You had maybe a ### in your hair still *laughing* Saving some for later? Would you like to go across the hall to let them know that we have finished the second puzzle?	
16	24		Yeah
16	24		Yes
16	24	They're straight across in the room that you were in just a  couple minutes ago before we came in here	
16	24	Room 202. It says 202 next to the door, on a dark brown placard	
16	24		
16	24		###
16	24	Okay good	
16	24	Oh you needed t-	
			
			
			
			
			
			
			
17	48		
17	48	You wanna take it apart?	
17	48	####	
17	48		It's little pieces!
17	48		
17	48	Little pieces, #### you ready?	
17	48		Yeah
17	48		Aww, little baby pieces
17	48	You ready?	
17	48		Yeah ####
17	48	Let's turn 'em over and see what we got	
17	48		See, this goes right here, no
17	48	No	
17	48		See this one
17	48		To go right here
17	48		Alright, cheetah, ####
17	48	Here, let's, let's put 'em all on, on here first, let's break 'em all up, yeah	
17	48		See
17	48		I'm gonna pick a- I'm gonna pick the cheetahs
17	48	Is that a cheetah? Are you sure? I think that's a jaguar	
17	48		It's a jaguar
17	48	Or you think it's a cheetah?	
17	48		See, Uh, I'm gonna do the cheetah's face, is this a cheetah...
17	48	The cheetah face	
17	48		#### It has spots on it
17	48		
17	48	How many spots does it have? Count the spots?	
17	48		Umm, first you gotta ####
17	48	Okay	
17	48	Naw, so spin it around, spin it around, let me show you	
17	48	I think this goes, like this	
17	48		No
17	48	Oh, yeah, like that	
17	48		Yeah
17	48		Yeah but, I don't think it f-
17	48	####	
17	48	Here this look like another piece of it, is this a piece of the cheetah? Naw	
17	48		But I don't think it goes anywhere 'cause this
17	48	I think it go in the middle, here let's, let's find the edges	
17	48	Ooh was that a piece?	
17	48		This is the edges right here
17	48	It's the, the, No that don't go right there, here wait I think this one might I think this one	
17	48		Hey I think this one, That's a baby piece
17	48	Let me see, does this one go?	
17	48		Yes!
17	48	Wait, this, ####, No, that's not right	
17	48		*noises*
17	48	Take that one out, Are you falling?	
17	48		Mmm
17	48	You gotta get closer though aah	
17	48		Hey! This one, this one!
17	48		It's
17	48	Look, here go another cheetah piece	
17	48		See let's see, That... Ooh!
17	48		Or this
17	48		*noises* No, I can't figure this- Ooh! Butterfly, butterfly It #### *noises* Butterfly, butterfly butterfly
17	48	Nope, don't go right there	
17	48		No
17	48	Here try this one	
17	48		Let's try this, 'cause...
17	48		'Cause this, can you see a butterfly part?
17	48	Here, but a butterfly part and cheetah part	
17	48	I think that goes right there	
17	48		Yes. Hey! It- It goes like that.
17	48	There	
17	48	Okay	
17	48	Let's try...	
17	48		See this
17	48		Let's try, I know...
17	48	Whoa, yeah, try that	
17	48	I think that's the piece.... Nope, it's not it. Try this one	
17	48		Oh, let's try this
17	48		Mmm Nope
17	48		Let's try this one, Dad
17	48		
17	48	Is that it?	
17	48		Mmm no
17	48	Wait wait, Yeah, that's it	
17	48		No it, No because it don't got a lot of #### 'Cause it's hard
17	48	Oh okay, it's hard, too hard, let's try, we got some more	
17	48		Yeah, 'cause it got, 'cause it got that snake
17	48	Let's just see if this one goes right there	
17	48		No
17	48	No that's not it either?	
17	48		No it's not it
17	48	Let's try this one, let's see if this one goes	
17	48	Let's see	
17	48		Ooh, No
17	48	No, that's not it either	
17	48		*noises*
17	48	Let's take it apart, yeah let me just slide it off, whoa, there we go	
17	48		See this one
17	48	That's not it either	
17	48		Nope
17	48	Let's get all the zebra parts, I mean the the cheetah parts, and see if we can put him together	
17	48		See
17	48	Okay	
17	48	Let's see	
17	48		Ooh, I think, Ooh! Ooh!
17	48	That might be a part	
17	48		Let's see now I think it is this way...
17	48	No	
17	48		No
17	48		Wait. No no, no, no Dad, Dad
17	48	No that's the nose	
17	48		Okay, that don't fit
17	48	Let's try his eyes. Let's see his eyes, let's see	
17	48		So
17	48		This is a ####, This is- Ooh I think this... It got cheetah spots
17	48	Mm-hmm	
17	48		*noises* Nope
17	48		Let's try the eye
17	48	Can I help you?	
17	48		Sure
17	48	Okay, let's see, let's spin it around like this, Okay, that's the eye, let's see, we've got a butterfly right here	
17	48		Yeah
17	48	Let's fin- Oh they're coming apart	
17	48		Wait, you gotta put a straight li-
17	48	Okay, has to be straight	
17	48		And it goes like this
17	48	Here go another butterfly part	
17	48		Like this... Oh
17	48	Try that one	
17	48	No it don't fit	
17	48	Let me look and see if I can find the edge without the ####, Hey, I think this one-	
17	48		####
17	48		
17	48	Okay	
17	48	Let's try this one	
17	48		####
17	48		And no, I think no. No
17	48	You don't think so? Well I think, Yeah	
17	48		No, 'cause, 'cause it's not gon- 'Cause it's not gonna all the way fit in 'cause look
17	48	Okay, well let's just see. 'Kay wait wait, let's see, let's see. Let's try this one	
17	48		Yes!
17	48	That's it	
17	48	Okay	
17	48	Let's try, let me see what this is another piece of the butterfly?	
17	48		####
17	48		No, that's the nose of the cheetah
17	48	That's the cheetah's nose? Here, let me see if we can-	
17	48		Yeah, Yeah 'cause look *noises*
17	48	I don't think it, it fits like that, 'Kay, ####	
17	48		Aw
17	48	Here, let's try this one, let's try this one	
17	48	Mmm... No I don't think that fit either	
17	48		'Cause this is a lot of baby puzzle pieces we gotta fix
17	48		'Cause I
17	48	Nice try	
17	48	Let's try, let's try this	
17	48		*noises*
17	48		Let's
17	48	It's not like the, uh, the state puzzle you do at home?	
17	48		No
17	48		####
17	48	Here let's spin it around this way, let's spin it around this way, let's see	
17	48		It don't go like that
17	48	I think maybe let's just see, let's just see	
17	48		'Cause
17	48	Nope, let's try another piece	
17	48		No! no no
17	48	Let's try this one	
17	48	No	
17	48		It's got a cobra
17	48	But	
17	48	Where you seeing a cobra?	
17	48		C- 'Cause look
17	48	It's yeah, it looks like that, a snake or something, ####	
17	48		But he's a cobra snake
17	48	How do you know it's a cobra snake?	
17	48	Oh wait wait wait wait, I think I found a piece. Yep here we go, look	
17	48		Wow, Oh oh
17	48	Okay, wait, let's keep it, let's keep it low so we can keep it ####	
17	48		I think this goes right here
17	48	And how about, let's try it up here	
17	48	Right here, at the top	
17	48	Umm, no ####	
17	48		Ah
17	48		*sigh* It's a lot of puzzle piece, Dad
17	48	Yeah we got a lot more pieces to go we gotta pick up the pace	
17	48		Wait let's take all these puzzle pieces out so we don't mess up
17	48	Okay	
17	48		All of these other pieces off
17	48		Wait, we'll take all these puzzle pieces off. We gonna mess up
17	48	Okay, let's pick 'em all up, alright	
17	48		See, I think I was holding this for a long time, I think this goes
17	48	No	
17	48		Wait, I think he's ####
17	48	No	
17	48	No no no	
17	48		No
17	48		That's a nose
17	48	Okay	
17	48		Have a lot more to do, Dad
17	48		Hey! Wait give me the nose, wait, I make this part
17	48		It go...
17	48		Hey! The nose
17	48	You got the nose together?	
17	48	Yeah, there you go	
17	48		Let's see
17	48	Okay now let's see where, where does it go, let's keep it together	
17	48	Now let's see	
17	48		*gasp* *noises* no, I wanna see this #### no
17	48	Doesn't that go like that?	
17	48		Ooh Daddy
17	48		*yawning*
17	48	You're sleepy? You slept all yesterday	
17	48		Yeah. I wanna see that part, *gasp* Butterfly! Butterfly! Butterfly! Butterfly!
17	48	Okay okay okay let's see let's see	
17	48	Let's see if it goes over here, nope	
17	48		
17	48	It goes right... here?	
17	48		No
17	48	And what about right there?	
17	48		Let's-
17	48		Yep!
17	48		Butterflies and cheetahs have #### eyes
17	48	Let's see. let's see, let's see, let's see what about that right... nope	
17	48	Let's see if we got any more butterfly in these areas?	
17	48		Nope, that's a cheetah
17	48		'Cause I think it's another cheetah
17	48	Where's another cheetah at?	
17	48		'Cause I think it went #### No it's not another cheetah
17	48		'Cause it's... Butterfly!
17	48	More of the butterfly, let's see if it goes... Nope	
17	48		Oh I'm slipping off, This chair is too sl- Hey I know where it goes
17	48	Let's try this one right here	
17	48		It's
17	48		I think we should try this spot
17	48	Oh yes	
17	48		Yes!
17	48		N- no, other, no. I think we should do the-
17	48	Wait wait wait wait wait just keep it together, let's keep it all together, then we can spin it around, okay, but keep it all together	
17	48	No, I think they would probably go over here	
17	48		####
17	48		We did it. ####
17	48	Yes we did, Uh-oh I dropped a piece	
17	48		Daddy
17	48	Yes I have it	
17	48	Okay	
17	48	So	
17	48		See, yeah, Oh! Yeah! I think this goes like this...
17	48	No, it doesn't	
17	48		No it doesn't
17	48	Let's keep 'em together though	
17	48		So, what do you think ####
17	48	So	
17	48	Let's try	
17	48		Let's tr- to do it. We can do it! 'Cause, 'cause this is not a lot of pieces to do
17	48	Oh, no	
17	48	Okay	
17	48		*yawning*
17	48	You getting sleepy already?	
17	48		'Cause I want to go to school *noises*
17	48	Okay, we're gonna go to school	
17	48		*noises*
17	48		These are little bitty pieces
17	48	Okay, let's try to, let's try to put the ants and the rest of the flowers together	
17	48		*sigh*
17	48		See
17	48		####
17	48	No, I don't think that goes like that	
17	48		No
17	48		Let's leave this #### Right here, no, so wait let me fix the ant body
17	48		See the and bodies this is the ant body, ant body, see if it fit, ant body, where's the other eye?
17	48	See the ant ### The ant body, Okay, Alright	
17	48	The other eye to what?	
17	48		Ant body
17	48	To the ant? Here, here go the ant, right there	
17	48		Thanks. See, the ant body is over the ant, oops, ####
17	48		####
17	48		No. Can't figure this puzzle out 'cause it's hard
17	48	### NAME	
17	48		*sigh* I know how to do my puzzle at school but we don't know how to do this puzzle
17	48	We'll figure it out	
17	48		We'll figure it out 'cause we know how to do it
17	48		See, this one look like a cheetah spot, let's put it in. We found the way that the eye go?
17	48	Mm-hmm	
17	48	Let me see	
17	48		Oh
17	48		Oops
17	48	Oh, we gotta keep it together	
17	48	No, let's find the cheetah's eye	
17	48		
17	48		No, let's find the other part
17	48	Hmm, what's this let me see something	
17	48		Hey! Hey! Hey! Daddy! Daddy! That
17	48		Ooh that hurts
17	48	What hurts?	
17	48		*sigh* nothing. Oh my stomach hurts
17	48	Your stomach hurts?	
17	48	Hey look, NAME check it out	
17	48		Yeah
17	48		Ooh! Check it out!
17	48	*singing* It's coming, it's coming together	
17	48		You did that?
17	48	I'm just seeing something, let's see	
17	48		Daddy! Let me see the eye. It's another cheetah?
17	48	Yes that is the cheetah	
17	48		#### The part of the eye wasn't fixed?
17	48	What part of the eye?	
17	48		'Cause you fixed the part of the eye. Yes yes yes
17	48	That one...	
17	48	Wow, there you go	
17	48		I put it right in here
17	48	And put that right there	
17	48	You got it?	
17	48		Yes!
17	48	Yeah, we got the butterfly and the cheetah eyes, what's next?	
17	48		See what's next
17	48	Yeah, let's put this, put it right here, right here, right here, #### spin it around	
17	48	Yep, just like that	
17	48	Here, pick it up, there you go	
17	48	Go NAME	
17	48		Let's see where was my #### see what's ####
17	48	What's next, you wanna do the mushrooms?	
17	48		### mushrooms
17	48		It's turn ####
17	48	No, spin it around, spin it around, yeah, just like- other way, spin it all the way around	
17	48	Some more, #### so the flat end is at the bottom	
17	48		Oh
17	48	Just like, yep, just like that	
17	48		*gasp*
17	48	Go NAME Okay, what's next, let's look for the face... The rest of his body	
17	48		See... *gasp* I just, I just saw the rest of the body, 'cause...
17	48	Rest of the snake	
17	48		
17	48	Oh, yeah, it gotta have a little eye at the top, we're looking for a piece with a little-	
17	48		I just had the eye
17	48	You just had the eyes? Well wha- where- what did you do with them?	
17	48		uh
17	48	Here it goes, look. Right here	
17	48		uh-huh
17	48	Nope. Right there	
17	48	Right there	
17	48	Okay, and it's coming along, we're almost done	
17	48		Let's take all these puzzles out, 'cause #### yeah 'cause almost ####
17	48		
17	48	You wanna take those pieces off?	
17	48		And Daddy can do that one, Or I-
17	48	Alright, I can do this one?	
17	48		Yeah, by yourself
17	48	Okay	
17	48	####	
17	48		*gasp* yes! This puzzle's not too hard, I love-
17	24		
17	24	####	
17	24	What is that?	
17	24		A shark!
17	24	What is that?	
17	24		Aah
17	24	Swordfish?	
17	24		A swordfish!
17	24		An octopus
17	24		
17	24	Okay, well you ready to flip it over?	
17	24		Yeah
17	24	Okay, let's flip it over	
17	24	Okay wait, wait, let's put this down	
17	24	Alright	
17	24		See, I love the shark
17	24		'Cause it's trying to eat the octopus!
17	24	Okay, let's start putting it together	
17	24	You ready?	
17	24		I think this, this big pieces this is not so hard, #### this is not as hard
17	24		It's not hard, Daddy
17	24	Nope	
17	24		Nope
17	24		
17	24		Oh yeah that's a fish
17	24		*gasp* What's this? Ew
17	24	That thing goes like this?	
17	24		What's this?
17	24		Ooh yeah, ### gonna break it
17	24	Spin it around	
17	24		So, like this, or
17	24	Mm-hmm	
17	24		####
17	24		Wait Dad, I think it goes this way, 'cause look
17	24	Okay	
17	24		
17	24	Okay, here let's put this, put those two together	
17	24		
17	24	What about, okay we gonna keep putting that together, put some crab legs with it?	
17	24		see
17	24	Mmm, no I don't think it goes- Spin it around	
17	24		No
17	24	Spin it, spin it, spin it, try that	
17	24		
17	24		Yes
17	24	Okay	
17	24		This, ah, This easy, right?
17	24	Let's keep going, let's keep going. Spin it around, is that how it goes? No, spin it around	
17	24	Yeah, try-	
17	24		
17	24		It's easy daddy, 'cause the puzzle pieces big
17	24	It's k- easy 'cause the puzzle pieces are big?	
17	24		Yeah, 'cause I couldn't see the little ones
17	24		'Cause the little ones is hard *noises*
17	24	Okay look here	
17	24		I think the purple thing goes right here 'cause look
17	24	Okay	
17	24	That's it, there ya go	
17	24		Wait
17	24	Spin it around, spin it around, there you go, right there	
17	24		
17	24		Yeah it goes here. This one next
17	24		
17	24	Go NAME, go NAME	
17	24		Could you put this one together?
17	24	Could I put this one together? Hmm	
17	24		'Cause I ####
17	24	Hmm, that's where it goes? So why did- Why did you need me to put it together?	
17	24		
17	24		Because I want you to help
17	24	I am helping	
17	24		Hey do, the other one
17	24	What color do you think we need over there?	
17	24		Purple
17	24	Try this one	
17	24		Let's see...
17	24		Yes! Wait, let's-
17	24	Okay, let's push it all the way to the corner. There you go	
17	24		
17	24	What's wrong?	
17	24		Nothing, it's my eye got someth-
17	24	####	
17	24		And a orange octopus right here?
17	24		#### No
17	24		
17	24		What do you think?
17	24	Yeah	
17	24	Okay, what's next?	
17	24		See what's next
17	24	What's next, what about the- Try that one	
17	24		Yes. Should this one... Yes!
17	24		
17	24		Now pick one
17	24	What about this one?	
17	24		Are you helping?
17	24	Yes I'm helping	
17	24	Let's try it over here, try it over there	
17	24	Yeah, right there	
17	24		
17	24	Okay, what about this one?	
17	24		
17	24	What about...	
17	24		Hey! Look
17	24		
17	24	That one goes right there? Wow	
17	24	Here you go	
17	24	No, I don't think it go like that	
17	24		No
17	24	Nope, I don't think it go like that	
17	24		No
17	24		See
17	24	Spin it around	
17	24	#### There you go	
17	24		
17	24	Let me see you got something in your eye? Let me see	
17	24		It's just, when I, when I close it, it's just, um, something in my eye
17	24		See
17	24		Ooh, I think this one, see
17	24		
17	24		Hey! Y- Your, Your arms is long and my arm is long, 'cause I can't reach the this
17	24	Okay	
17	24		Let's see, nope
17	24	Let's try this one, let's try this one	
17	24		*noises*
17	24		####
17	24	Nope, spin it around	
17	24		No
17	24	There you go	
17	24		
17	24		Yes
17	24		Hey that's the shark, Bad shark!
17	24	####	
17	24	Okay, what's next?	
17	24		This shark was 'bout to go in the thing, body
17	24	Let's try this one. Try this one, try this one	
17	24		And the octopus is going away
17	24	Try this one	
17	24		
17	24		The octopus was going away. He was swimming swimming, 'til he got to the thing. He ate the purple-
17	24	How about this one, try this one?	
17	24	NAME	
17	24		He ate the purple octopus
17	24	No I don't think so	
17	24		See
17	24		No, it need to have water
17	24	No, here let's try it at the bottom then	
17	24		
17	24		Yes!
17	24	What about this one right here?	
17	24		See
17	24		Uh, see
17	24	Try it right here	
17	24		Oh
17	24		Flip it over ###
17	24	Spin it around	
17	24		
17	24	I think that's it	
17	24	We got a couple more pieces to go	
17	24		Nope
17	24	No	
17	24		Nope
17	24		#### the shark was about to go in the body, and, and the thing was happy
17	24	You want to try this one?	
17	24	Try this one?	
17	24		Oh, I, My shoe's falling off
17	24		
17	24	You're almost finished, NAME	
17	24		Yeah
17	24	Okay, try this one next	
17	24		
17	24	What about... Which one do you want to do next?	
17	24		I think... This one
17	24		No, I think this one
17	24	Try it up top	
17	24		#### Nope. Well, the water... ####
17	24	Spin it around	
17	24	There you go, spin it, spin it! Right there. Spin it again, right there now put it in. Nope, spin it around	
17	24		I don't know. I think this goes-
17	24	Yeah, no, no put that one right there	
17	24		Aah
17	24	Yeah, just like that	
17	24		####
17	24	You gotta pi- yeah there you go	
17	24		
17	24	A couple more pieces	
17	24	Nope, bring it down	
17	24	Try it, yeah	
17	24	Try it right there	
17	24	Spin it around	
17	24	Try to make the yellow go with the yellow	
17	24	Spin it. Yeah, like that, just like that	
17	24		
17	24	Two pieces left	
17	24		Oh, that's two pieces. Now it's one piece
17	24	Spin it	
17	24		
17	24		
17	24		
17	24	You finish?	
17	24		Yeah. Is that big whale trying to eat the shark?
17	24	Nope	
17	24		Then why the shark mad?
17	24	The shark not mad his teeth just showing. Do you know what that is?	
17	24		Oh
17	24		A seahorse
17	24	What about that?	
17	24		A jellyfish
17	24	What about that?	
17	24		A crab
17	24	What about that? Bet'cha don't know what that is	
17	24		Ah
17	24		I think it's a purple octopus
17	24	That's a sea anenome	
17	24		A sea enemy. A starfish, a octopus, a shark, a whale
17	24	What about this one with the long...	
17	24		I think... It looks like a snowman, but it's not
17	24	It's a swordfish, or a marlin	
17	24		A swordfish
17	24	Yeah	
17	24		'Cause he got a sword
17	24	Mm-hmm	
17	24		The test is over?
17	24	Time to go back to school	
17	24		Yeah, but I need a special surprise
17	24	What you want?	
17	24		I want... a ball
17	24	You want a ball?	
17	24		Yeah
17	24	Okay	
17	24		We finish!
17	24	Okay we no don't mess it up don't mess it up!	
17	24	Let's just put it down and wait for them to come back in, okay?	
17	24		This is a shark, this is a swordfish, this is a...
17	24	A sea anemone	
17	24		s-
17	24		Wait, start over. This is the shark, This is the swordfish, this is the sea meneme
17	24	A sea anemone	
17	24		And this is a el-
17	24		I was going to say elephant. A octopus, and this is a starfish, and this is a crab, and this is... a whale, and this is a seafish, I mean...
17	24		A seahorse. Jellyfish.
17	24		W- Is the shark 'bout to eat the octopus?
17	24	No, they just all swim together	
17	24		Oh
17	24		And why the crab not swimming?
17	24	'Cause he don't have-	
17	24		Oh, he crawls, he don't swim
17	24		Only... crabs walk and only all, and only these fish and this is a jellyfish that can really sting you and it can hurt!
17	24	The jellyfish can sting you and it can hurt?	
17	24		Yeah, it can really hurt. 'Cause, 'cause when I was watching that movie, a jellyfish was 'bout to sting, um, a people
17	24	A person?	
17	24		Yeah, but her was a mermaid
17	24	The jellyfish was about to sting the mermaid?	
17	24		The jellyfish was about to catch the mermaid, but the evil, but the evil mermaid...
17	24	There was an evil mermaid too?	
17	24		Yeah
17	24	What was the name of the movie?	
17	24		You 'member that movie?
17	24	Mermaids 2?	
17	24		Yeah
17	24	With Princess Ariel?	
17	24		No
17	24		It was a- It was with a dolphin. Um, Ariel don't have dolphins
17	24		Ariel, Ariel ha- Ari- Ariel have a evil octopus
17	24	It had an evil octopus?	
17	24		On Ariel
17	24	Really?	
17	24		Yeah, her is really bad
17	24	What about the one, are you talking about the Barbie movie?	
17	24		Umm yeah
17	24	With the Barbie mermaids?	
17	24		Yes
17	24	You tired?	
17	24		Yeah
17	24	You slept all day	
17	24	You went to sleep at 6:00 last night and didn't wake up until 6:00 this morning	
17	24		hmm
17	24		Ooh
17	24		mmmm
17	24	You cold?	
17	24	#### Get up get up get up get up get up NAME, are you cold?	
17	24		Yes
17	24	Then get up get up	
17	24	You cold?	
17	24	Here, get your coat	
17	24	You can put it back on	
17	24		I don't want to
17	24	If you're cold, put your coat on	
17	24		I just want ####
17	24	Let me fix you, let me fix you up	
17	24	There, keep it- pull that down	
17	24		I just wanna lay on it
17	24	There, now wrap it around you, come on, get up	
17	24		*noises*
17	24	Okay	
17	24	There you go	
17	24	You wanna play a game?	
17	24		Sure
17	24	You wanna do the puzzle again?	
17	24		No
17	24	No	
17	24		I'm just cold
17	24	You cold? Okay. Watch it, NAME, don't fall out the chair. Don't lean forward like that you might fall out the chair	
17	24		####
17	24	Get up, sit back like, yeah	
17	24	mmm mmm mmm	
17	24		When we get home can I play the #### game?
17	24		I can play it in the car, right?
17	24		I could play with it in the car?
17	24	You wanna play it in the car?	
17	24		Yes
17	24		But not in here, 'cause the people is gon' take us out
17	24		*sigh*
17	24		I wish I can
17	24		I wish I can use the prize in that box
17	24		When they will come back
17	24	They are coming	
17	24		When they gonna come back, Daddy?
17	24	They are on the way	
17	24		They left?
17	24	No	
17	24	Whoa, watch it	
17	24		Aah
17	24		They left in they car?
17	24	No, they didn't leave in they car	
17	24		'Cause I want to get a surprise and go to school
17	24		What was that?
17	24		*noises*
17	24		*noises*
17	24		I can't play it right now?
17	24	You wanna play ####	
17	24		Yes
17	24		Turn it down a little bit
17	24		Is it loud?
17	24	It shouldn't be	
17	24		Hey, let me see, no it is loud
17	24		I'll turn it down
17	24		Oh
17	24		Wait
17	24		####
17	24		
			
			
			
			
			
			
			
18	24		
18	24	Alright, come on, NAME	
18	24		####
18	24	Come on, they're watching us, come on. Get up here, let me see where you want to start at	
18	24		
18	24	I think this go at the end #### the end. Think this go to a end?	
18	24		
18	24		Where this go?
18	24	We need to call *name* to help us. Come on. Help me fix-	
18	24	No, come on NAME	
18	24		This... That go to this piece
18	24	Can this part go right here? Yeah, look. It go right there	
18	24		
18	24	This goes at the end over here	
18	24	mmm mmm	
18	24	Like that, right?	
18	24		I know where this go
18	24	That go right?	
18	24		I think it do
18	24	Let me see	
18	24	It can't go there	
18	24	We have to go like this, Like that	
18	24		
18	24		I know where this go
18	24		
18	24		It's-
18	24	No it don't go like that	
18	24	Come on	
18	24	It goes...	
18	24		I know where this goes
18	24	No leave that there, boy	
18	24	It can't go like that, it gotta go	
18	24	No, Mm-mm, Mm-mm. Come on let's, Let's see, let's see what- Oh, I forgot how it looks. We need to carry on	
18	24	We need the whiz	
18	24	Look, look. It don't, this don't go like that?	
18	24		Yes it do. It go up top
18	24	It does? ####	
18	24	It goes at a end	
18	24		#### are here
18	24	No, we don't go there, Mm-mm	
18	24		Yes it do
18	24	It ain't fitting? Come on, try another one, come on we ain't got that much time, let's go	
18	24	Hold on, mmm mmm mmm	
18	24	I know this go here, Look. Look	
18	24	Look, NAME that go there	
18	24		Huh?
18	24		Right here
18	24	No, it gotta go down here, go down here	
18	24	Okay	
18	24		And this goes
18	24		Where does this go?
18	24	This go right here. Look. This goes here	
18	24		
18	24		#### right here!
18	24	Okay, do it go over, over like that?	
18	24	Okay, let's find-	
18	24		No it don't
18	24	Y- No it gotta go over!	
18	24		
18	24		Oh
18	24	Come on, this go with that	
18	24	I don't even- Come on, we got- we ain't got that much time, let's go	
18	24		Try this
18	24	It- No it gotta be a end like this	
18	24		That do go up right there
18	24	Do it go right there?	
18	24		Yeah!
18	24	'Kay push it in	
18	24		####
18	24		
18	24	Okay, come on. Come on come on come on	
18	24		This go right here
18	24	Let me see	
18	24	####	
18	24	This probably goes, look look look	
18	24		This is two fishes!
18	24		
18	24		It two fishes
18	24	Do that go like this? Yeah it go right there	
18	24		
18	24		It two fishes
18	24	Okay	
18	24		Ooh, This fish is, this, this... at the same time... no
18	24		This... I think at the same time
18	24		
18	24		This puzzle go to this one
18	24	Okay, do this go down there?	
18	24		Yeah
18	24		It do
18	24	Put it	
18	24		It's- It's two fishes
18	24	Okay, but you gotta help me fit them	
18	24	here go right here	
18	24	Come on	
18	24		
18	24		
18	24		I know where this goes
18	24		I think it goes right here
18	24	It go right here	
18	24		
18	24		Mmm
18	24		Oh
18	24	No it don't go there	
18	24	Let's go #### and get some more, Come on let's go, we gotta hurry up	
18	24		####
18	24	It goes, um, here	
18	24		I know where a lot of puzzle go, 'cause I've fixed those other puzzles
18	24		
18	24		
18	24	Come on	
18	24		I wanna fix puzzles
18	24	Okay, there's some kind of #### this	
18	24		I know how I'm gonna do it by myself
18	24		
18	24	Come on we gotta go faster	
18	24	For the uh-	
18	24		You 'bout to call *name*?
18	24	Mmm	
18	24		Where could this go, right here
18	24	Mmm	
18	24		This is a crab
18	24		
18	24	Mmkay	
18	24		The crab goes with this- this shark I think
18	24		I think it go right here
18	24		
18	24		####
18	24		It go right there, doesn't it?
18	24		####
18	24		
18	24		*sounds* This one might-
18	24	G- Go right here, go right here	
18	24		No it don't
18	24		It go right-
18	24	'Kay	
18	24		I know where it go, it go right here
18	24	No it don't, it don't go there	
18	24		Oh
18	24		
18	24		Go to this
18	24	Let me see	
18	24		It gonna go here
18	24		####
18	24	It got i-	
18	24		####
