_ID	PUZZLE	BEGIN	END	DURATION	PARENT	CHILD	NOTE
17	24	1057.815	1060.851	3.036		*gasp* What's this? Ew	
17	24	1062.336	1063.887	1.551	That thing goes like this?		
17	24	1062.501	1063.425	0.924		What's this?	
17	24	1064.844	1067.352	2.508		Ooh yeah, ### gonna break it	
17	24	1066.626	1067.55	0.924	Spin it around		
17	24	1073.259	1076.097	2.838		So, like this, or	
17	24	1075.437	1076.163	0.726	Mm-hmm		
17	24	1077.021	1079.166	2.145		####	
17	24	1085.865	1090.386	4.521		Wait Dad, I think it goes this way, 'cause look	
17	24	1090.65	1091.376	0.726	Okay		
17	24	1092.531	1093.752	1.221			
17	24	1095.864	1098.801	2.937	Okay, here let's put this, put those two together		
17	24	1097.613	1098.999	1.386			
17	24	1100.649	1105.995	5.346	What about, okay we gonna keep putting that together, put some crab legs with it?		
17	24	1107.381	1108.404	1.023		see	
17	24	1109.13	1111.44	2.31	Mmm, no I don't think it goes- Spin it around		
17	24	1109.922	1111.242	1.32		No	
17	24	1112.331	1114.344	2.013	Spin it, spin it, spin it, try that		
17	24	1113.651	1114.872	1.221			
17	24	1114.938	1116.225	1.287		Yes	
17	24	1116.093	1116.852	0.759	Okay		
17	24	1117.842	1120.218	2.376		This, ah, This easy, right?	
17	24	1120.515	1125.201	4.686	Let's keep going, let's keep going. Spin it around, is that how it goes? No, spin it around		
17	24	1127.115	1127.808	0.693	Yeah, try-		
17	24	1127.61	1129.26	1.65			
17	24	1129.854	1133.484	3.63		It's easy daddy, 'cause the puzzle pieces big	
17	24	1133.451	1135.728	2.277	It's k- easy 'cause the puzzle pieces are big?		
17	24	1135.992	1138.599	2.607		Yeah, 'cause I couldn't see the little ones	
17	24	1139.457	1144.902	5.445		'Cause the little ones is hard *noises*	
17	24	1145.43	1146.387	0.957	Okay look here		
17	24	1147.41	1150.38	2.97		I think the purple thing goes right here 'cause look	
17	24	1150.38	1150.974	0.594	Okay		
17	24	1152.459	1153.779	1.32	That's it, there ya go		
17	24	1153.977	1154.34	0.363		Wait	
17	24	1154.076	1156.485	2.409	Spin it around, spin it around, there you go, right there		
17	24	1154.241	1156.221	1.98			
17	24	1156.617	1160.445	3.828		Yeah it goes here. This one next	
17	24	1162.986	1164.438	1.452			
17	24	1164.735	1167.111	2.376	Go NAME, go NAME		
17	24	1168.959	1170.972	2.013		Could you put this one together?	
17	24	1170.972	1173.315	2.343	Could I put this one together? Hmm		
17	24	1172.259	1173.117	0.858		'Cause I ####	
17	24	1173.579	1177.671	4.092	Hmm, that's where it goes? So why did- Why did you need me to put it together?		
17	24	1174.932	1175.13	0.198			
17	24	1178.001	1179.783	1.782		Because I want you to help	
17	24	1179.75	1180.806	1.056	I am helping		
17	24	1184.964	1186.977	2.013		Hey do, the other one	
17	24	1187.175	1189.023	1.848	What color do you think we need over there?		
17	24	1189.32	1190.343	1.023		Purple	
17	24	1190.079	1190.871	0.792	Try this one		
17	24	1191.762	1192.686	0.924		Let's see...	
17	24	1193.709	1195.887	2.178		Yes! Wait, let's-	
17	24	1194.501	1196.91	2.409	Okay, let's push it all the way to the corner. There you go		
17	24	1195.458	1197.174	1.716			
17	24	1198.164	1198.791	0.627	What's wrong?		
17	24	1199.649	1202.85	3.201		Nothing, it's my eye got someth-	
17	24	1200.639	1201.431	0.792	####		
17	24	1203.444	1206.315	2.871		And a orange octopus right here?	
17	24	1206.777	1208.46	1.683		#### No	
17	24	1210.275	1211.826	1.551			
17	24	1210.605	1211.694	1.089		What do you think?	
17	24	1212.915	1213.542	0.627	Yeah		
17	24	1214.598	1215.852	1.254	Okay, what's next?		
17	24	1216.215	1218.261	2.046		See what's next	
17	24	1218.03	1220.274	2.244	What's next, what about the- Try that one		
17	24	1219.416	1223.772	4.356		Yes. Should this one... Yes!	
17	24	1221.198	1222.782	1.584			
17	24	1224.564	1227.633	3.069		Now pick one	
17	24	1227.699	1228.887	1.188	What about this one?		
17	24	1231.461	1232.781	1.32		Are you helping?	
17	24	1232.715	1233.771	1.056	Yes I'm helping		
17	24	1238.028	1239.876	1.848	Let's try it over here, try it over there		
17	24	1241.097	1242.12	1.023	Yeah, right there		
17	24	1241.262	1242.648	1.386			
17	24	1244.265	1246.74	2.475	Okay, what about this one?		
17	24	1250.073	1251.459	1.386			
17	24	1252.614	1254.066	1.452	What about...		
17	24	1255.353	1256.607	1.254		Hey! Look	
17	24	1256.409	1257.993	1.584			
17	24	1256.739	1259.313	2.574	That one goes right there? Wow		
17	24	1259.874	1260.534	0.66	Here you go		
17	24	1264.065	1265.451	1.386	No, I don't think it go like that		
17	24	1264.725	1265.55	0.825		No	
17	24	1266.045	1267.761	1.716	Nope, I don't think it go like that		
17	24	1266.738	1267.167	0.429		No	
17	24	1267.629	1268.454	0.825		See	
17	24	1268.52	1269.411	0.891	Spin it around		
17	24	1270.896	1272.249	1.353	#### There you go		
17	24	1273.767	1275.219	1.452			
17	24	1275.912	1278.222	2.31	Let me see you got something in your eye? Let me see		
17	24	1280.73	1287.957	7.227		It's just, when I, when I close it, it's just, um, something in my eye	
17	24	1291.884	1292.874	0.99		See	
17	24	1293.369	1295.943	2.574		Ooh, I think this one, see	
17	24	1294.92	1295.118	0.198			
17	24	1299.474	1306.338	6.864		Hey! Y- Your, Your arms is long and my arm is long, 'cause I can't reach the this	
17	24	1303.863	1304.49	0.627	Okay		
17	24	1308.252	1309.968	1.716		Let's see, nope	
17	24	1310.1	1312.113	2.013	Let's try this one, let's try this one		
17	24	1311.222	1312.278	1.056		*noises*	
17	24	1313.103	1315.314	2.211		####	
17	24	1317.03	1318.68	1.65	Nope, spin it around		
17	24	1318.779	1319.274	0.495		No	
17	24	1319.835	1320.66	0.825	There you go		
17	24	1321.419	1322.871	1.452			
17	24	1321.551	1322.31	0.759		Yes	
17	24	1323.861	1326.996	3.135		Hey that's the shark, Bad shark!	
17	24	1325.577	1326.27	0.693	####		
17	24	1327.227	1329.57	2.343	Okay, what's next?		
17	24	1332.21	1336.17	3.96		This shark was 'bout to go in the thing, body	
17	24	1335.411	1337.061	1.65	Let's try this one. Try this one, try this one		
17	24	1337.853	1340.658	2.805		And the octopus is going away	
17	24	1338.018	1338.711	0.693	Try this one		
17	24	1339.635	1341.747	2.112			
17	24	1341.978	1352.34	10.362		The octopus was going away. He was swimming swimming, 'til he got to the thing. He ate the purple-	
17	24	1348.71	1350.525	1.815	How about this one, try this one?		
17	24	1351.449	1352.604	1.155	NAME		
17	24	1353.132	1355.475	2.343		He ate the purple octopus	
17	24	1359.864	1361.184	1.32	No I don't think so		
17	24	1362.867	1363.791	0.924		See	
17	24	1365.045	1366.86	1.815		No, it need to have water	
17	24	1367.454	1369.665	2.211	No, here let's try it at the bottom then		
17	24	1368.411	1370.457	2.046			
17	24	1370.49	1371.381	0.891		Yes!	
17	24	1372.008	1373.13	1.122	What about this one right here?		
17	24	1373.823	1374.45	0.627		See	
17	24	1375.242	1376.595	1.353		Uh, see	
17	24	1377.354	1378.278	0.924	Try it right here		
17	24	1380.555	1381.05	0.495		Oh	
17	24	1382.766	1384.746	1.98		Flip it over ###	
17	24	1383.789	1384.878	1.089	Spin it around		
17	24	1385.439	1387.254	1.815			
17	24	1386.693	1387.848	1.155	I think that's it		
17	24	1389.498	1391.247	1.749	We got a couple more pieces to go		
17	24	1394.613	1396.395	1.782		Nope	
17	24	1397.748	1398.309	0.561	No		
17	24	1398.474	1400.256	1.782		Nope	
17	24	1401.081	1408.671	7.59		#### the shark was about to go in the body, and, and the thing was happy	
17	24	1406.724	1407.681	0.957	You want to try this one?		
17	24	1408.407	1409.232	0.825	Try this one?		
17	24	1410.42	1413.06	2.64		Oh, I, My shoe's falling off	
17	24	1419.33	1421.508	2.178			
17	24	1422.069	1423.95	1.881	You're almost finished, NAME		
17	24	1423.818	1424.643	0.825		Yeah	
17	24	1425.039	1427.118	2.079	Okay, try this one next		
17	24	1427.811	1430.715	2.904			
17	24	1432.728	1434.939	2.211	What about... Which one do you want to do next?		
17	24	1435.599	1438.041	2.442		I think... This one	
17	24	1441.11	1442.76	1.65		No, I think this one	
17	24	1443.717	1444.674	0.957	Try it up top		
17	24	1447.611	1457.346	9.735		#### Nope. Well, the water... ####	
17	24	1456.686	1457.643	0.957	Spin it around		
17	24	1458.666	1465.365	6.699	There you go, spin it, spin it! Right there. Spin it again, right there now put it in. Nope, spin it around		
17	24	1466.19	1468.896	2.706		I don't know. I think this goes-	
17	24	1467.708	1469.622	1.914	Yeah, no, no put that one right there		
17	24	1470.282	1471.503	1.221		Aah	
17	24	1471.371	1472.46	1.089	Yeah, just like that		
17	24	1474.242	1475.166	0.924		####	
17	24	1474.341	1475.793	1.452	You gotta pi- yeah there you go		
17	24	1474.473	1476.618	2.145			
17	24	1478.235	1479.357	1.122	A couple more pieces		
17	24	1485.759	1487.442	1.683	Nope, bring it down		
17	24	1488.432	1489.488	1.056	Try it, yeah		
17	24	1490.709	1491.6	0.891	Try it right there		
17	24	1492.161	1492.986	0.825	Spin it around		
17	24	1493.91	1495.593	1.683	Try to make the yellow go with the yellow		
17	24	1497.903	1499.85	1.947	Spin it. Yeah, like that, just like that		
17	24	1500.51	1502.523	2.013			
17	24	1503.051	1504.041	0.99	Two pieces left		
17	24	1507.539	1511.169	3.63		Oh, that's two pieces. Now it's one piece	
17	24	1509.09	1509.981	0.891	Spin it		
17	24	1510.938	1512.489	1.551			
17	24	1515.228	1516.449	1.221			
17	24	1515.69	1516.416	0.726			24 Piece - End
18	24	0.0	0.165	0.165			24 Piece - Start
18	24	2.145	3.498	1.353	Alright, come on, NAME		
18	24	3.96	5.478	1.518		####	
18	24	5.643	9.57	3.927	Come on, they're watching us, come on. Get up here, let me see where you want to start at		
18	24	7.227	8.91	1.683			Researcher Out
18	24	10.164	15.477	5.313	I think this go at the end #### the end. Think this go to a end?		
18	24	13.827	14.817	0.99			
18	24	15.609	16.698	1.089		Where this go?	
18	24	19.239	22.737	3.498	We need to call *name* to help us. Come on. Help me fix-		
18	24	25.08	26.301	1.221	No, come on NAME		
18	24	28.908	32.802	3.894		This... That go to this piece	
18	24	33.759	37.257	3.498	Can this part go right here? Yeah, look. It go right there		
18	24	34.485	35.409	0.924			
18	24	40.029	42.108	2.079	This goes at the end over here		
18	24	43.065	44.022	0.957	mmm mmm		
18	24	45.408	46.398	0.99	Like that, right?		
18	24	46.53	47.751	1.221		I know where this go	
18	24	47.982	48.873	0.891	That go right?		
18	24	51.843	52.932	1.089		I think it do	
18	24	54.252	54.978	0.726	Let me see		
18	24	55.473	56.331	0.858	It can't go there		
18	24	56.859	60.159	3.3	We have to go like this, Like that		
18	24	58.08	59.103	1.023			
18	24	58.707	59.895	1.188		I know where this go	
18	24	59.928	60.093	0.165			
18	24	61.875	62.667	0.792		It's-	
18	24	62.04	63.261	1.221	No it don't go like that		
18	24	64.845	65.34	0.495	Come on		
18	24	66.495	67.32	0.825	It goes...		
18	24	67.089	68.244	1.155		I know where this goes	
18	24	68.046	69.432	1.386	No leave that there, boy		
18	24	70.356	72.699	2.343	It can't go like that, it gotta go		
18	24	75.669	84.876	9.207	No, Mm-mm, Mm-mm. Come on let's, Let's see, let's see what- Oh, I forgot how it looks. We need to carry on		
18	24	86.064	87.516	1.452	We need the whiz		
18	24	89.529	92.367	2.838	Look, look. It don't, this don't go like that?		
18	24	92.829	95.073	2.244		Yes it do. It go up top	
18	24	95.568	96.591	1.023	It does? ####		
18	24	98.208	99.561	1.353	It goes at a end		
18	24	100.188	102.63	2.442		#### are here	
18	24	102.696	104.841	2.145	No, we don't go there, Mm-mm		
18	24	104.94	106.029	1.089		Yes it do	
18	24	106.029	110.088	4.059	It ain't fitting? Come on, try another one, come on we ain't got that much time, let's go		
18	24	110.946	112.86	1.914	Hold on, mmm mmm mmm		
18	24	114.741	117.777	3.036	I know this go here, Look. Look		
18	24	118.536	120.384	1.848	Look, NAME that go there		
18	24	119.493	119.922	0.429		Huh?	
18	24	121.011	122.199	1.188		Right here	
18	24	122.529	124.806	2.277	No, it gotta go down here, go down here		
18	24	125.73	126.753	1.023	Okay		
18	24	128.172	129.393	1.221		And this goes	
18	24	130.977	132.198	1.221		Where does this go?	
18	24	132.231	134.442	2.211	This go right here. Look. This goes here		
18	24	132.594	133.98	1.386			
18	24	134.145	135.432	1.287		#### right here!	
18	24	135.597	137.742	2.145	Okay, do it go over, over like that?		
18	24	138.303	139.425	1.122	Okay, let's find-		
18	24	138.996	140.118	1.122		No it don't	
18	24	139.854	141.735	1.881	Y- No it gotta go over!		
18	24	140.547	141.9	1.353			
18	24	141.867	142.428	0.561		Oh	
18	24	144.21	145.761	1.551	Come on, this go with that		
18	24	146.751	149.886	3.135	I don't even- Come on, we got- we ain't got that much time, let's go		
18	24	146.784	147.972	1.188		Try this	
18	24	150.909	153.615	2.706	It- No it gotta be a end like this		
18	24	155.991	157.674	1.683		That do go up right there	
18	24	157.608	158.598	0.99	Do it go right there?		
18	24	158.994	159.522	0.528		Yeah!	
18	24	160.248	161.172	0.924	'Kay push it in		
18	24	161.073	161.469	0.396		####	
18	24	161.568	162.987	1.419			
18	24	163.185	164.637	1.452	Okay, come on. Come on come on come on		
18	24	169.422	171.105	1.683		This go right here	
18	24	171.138	172.194	1.056	Let me see		
18	24	172.557	173.481	0.924	####		
18	24	176.451	178.695	2.244	This probably goes, look look look		
18	24	178.299	179.85	1.551		This is two fishes!	
18	24	179.916	180.081	0.165			
18	24	180.378	181.962	1.584		It two fishes	
18	24	182.127	184.833	2.706	Do that go like this? Yeah it go right there		
18	24	182.622	183.777	1.155			
18	24	184.635	186.153	1.518		It two fishes	
18	24	186.054	186.846	0.792	Okay		
18	24	188.034	196.152	8.118		Ooh, This fish is, this, this... at the same time... no	
18	24	199.089	203.115	4.026		This... I think at the same time	
18	24	204.633	205.722	1.089			
18	24	209.55	211.959	2.409		This puzzle go to this one	
18	24	211.662	213.939	2.277	Okay, do this go down there?		
18	24	214.467	215.127	0.66		Yeah	
18	24	216.183	217.008	0.825		It do	
18	24	217.635	218.13	0.495	Put it		
18	24	217.833	219.714	1.881		It's- It's two fishes	
18	24	219.978	221.991	2.013	Okay, but you gotta help me fit them		
18	24	222.552	223.575	1.023	here go right here		
18	24	225.654	226.38	0.726	Come on		
18	24	227.238	228.525	1.287			
18	24	230.142	231.429	1.287			
18	24	234.63	236.082	1.452		I know where this goes	
18	24	237.501	239.25	1.749		I think it goes right here	
18	24	239.712	240.966	1.254	It go right here		
18	24	240.471	241.659	1.188			
18	24	240.669	241.659	0.99		Mmm	
18	24	251.064	251.526	0.462		Oh	
18	24	252.582	253.737	1.155	No it don't go there		
18	24	254.793	258.654	3.861	Let's go #### and get some more, Come on let's go, we gotta hurry up		
18	24	259.479	260.832	1.353		####	
18	24	260.865	262.086	1.221	It goes, um, here		
18	24	262.746	267.729	4.983		I know where a lot of puzzle go, 'cause I've fixed those other puzzles	
18	24	263.472	264.528	1.056			
18	24	264.627	265.914	1.287			
18	24	265.056	265.65	0.594	Come on		
18	24	268.818	270.864	2.046		I wanna fix puzzles	
18	24	271.557	275.385	3.828	Okay, there's some kind of #### this		
18	24	274.758	277.101	2.343		I know how I'm gonna do it by myself	
18	24	276.804	277.86	1.056			
18	24	277.2	278.751	1.551	Come on we gotta go faster		
18	24	280.302	281.193	0.891	For the uh-		
18	24	281.853	283.404	1.551		You 'bout to call *name*?	
18	24	284.757	285.021	0.264	Mmm		
18	24	285.615	288.816	3.201		Where could this go, right here	
18	24	289.377	289.674	0.297	Mmm		
18	24	289.509	290.796	1.287		This is a crab	
18	24	290.334	291.588	1.254			
18	24	292.083	292.512	0.429	Mmkay		
18	24	292.149	296.604	4.455		The crab goes with this- this shark I think	
18	24	297.792	299.442	1.65		I think it go right here	
18	24	299.904	300.102	0.198			
18	24	300.3	300.96	0.66		####	
18	24	302.643	304.59	1.947		It go right there, doesn't it?	
18	24	308.781	309.606	0.825		####	
18	24	310.2	311.025	0.825			
18	24	311.289	314.457	3.168		*sounds* This one might-	
18	24	313.863	315.084	1.221	G- Go right here, go right here		
18	24	317.559	318.45	0.891		No it don't	
18	24	321.651	322.575	0.924		It go right-	
18	24	323.367	323.796	0.429	'Kay		
18	24	323.928	326.502	2.574		I know where it go, it go right here	
18	24	326.634	327.954	1.32	No it don't, it don't go there		
18	24	328.152	328.977	0.825		Oh	
18	24	329.076	330.759	1.683			
18	24	330.528	331.716	1.188		Go to this	
18	24	332.046	332.706	0.66	Let me see		
18	24	332.739	333.96	1.221		It gonna go here	
18	24	334.818	336.072	1.254		####	
18	24	335.346	335.973	0.627	It got i-		
18	24	336.6	337.491	0.891		####	
18	24	340.758	343.2	2.442		Grandma- Oh, oh, this go right here	
18	24	342.672	344.685	2.013			
18	24	342.804	343.893	1.089			
18	24	349.734	351.681	1.947	This go right there ####		
18	24	351.549	352.77	1.221			
18	24	354.486	356.433	1.947		This ### go right there	
18	24	355.41	356.895	1.485			
18	24	362.703	364.056	1.353			
18	24	362.901	364.32	1.419		It goes just like that	
18	24	363.33	363.924	0.594			24 Piece - End
18	48	403.854	404.118	0.264			48 Piece - Start
18	48	405.273	406.923	1.65		#### good at puzzles	
18	48	406.692	407.682	0.99			Researcher Out
18	48	409.794	412.269	2.475		I was #### already	
18	48	409.992	410.355	0.363	Mmm		
18	48	414.579	416.427	1.848		####	
18	48	419.067	422.664	3.597	This is probably gonna take us a long time 'cause I don't even know where to start at		
18	48	425.205	427.35	2.145		Let me #### turn these around	
18	48	429.858	436.062	6.204		### big. This is a lot of puzzle ####	
18	48	432.729	433.554	0.825	Mmkay		
18	48	435.303	439.428	4.125	Okay I - I start like this, come on, let me see, turn it around 		
18	48	438.933	440.748	1.815		I know how to do it	
18	48	440.517	446.853	6.336	Okay well I put this one, I- I think this is the end somewhere #### come on, let's- come on let's go, let's go		
18	48	444.477	446.061	1.584		*noises*	
18	48	447.447	448.602	1.155	I #### that's the end		
18	48	449.724	453.189	3.465		I know where this go, it go right with the ####	
18	48	455.07	456.819	1.749		No it go down here	
18	48	457.644	458.502	0.858	I don't know		
18	48	459.987	461.505	1.518	That don't go over there		
18	48	462.825	466.554	3.729	Ooh, it's a end though, something, let me see what you got		
18	48	463.848	464.112	0.264			
18	48	468.237	468.831	0.594		####	
18	48	469.986	472.098	2.112	####		
18	48	472.791	473.946	1.155	Is that a end?		
18	48	475.101	482.823	7.722	Mmkay let's try, try the flower. This one gonna take us a while, Come on I'm gonna try to- try to get it together		
18	48	484.803	486.222	1.419		I know where this goes	
18	48	486.849	487.41	0.561	Mmm		
18	48	488.07	489.918	1.848		I know what this goes on	
18	48	488.73	493.35	4.62	Come on let's try, let's try. I don't know where it go either ####		
18	48	492.261	494.868	2.607		#### I told you I know where this goes	
18	48	494.604	496.485	1.881	Okay. Mmm		
18	48	495.924	497.442	1.518		And I know where this go	
18	48	518.067	519.09	1.023	*sigh*		
18	48	520.476	522.951	2.475	Is that a end? Put the end over there then		
18	48	524.172	527.439	3.267		This, I think this go right here	
18	48	529.188	529.848	0.66		It go	
18	48	531.894	532.653	0.759		*sounds*	
18	48	539.616	541.266	1.65		I'm 'bout to do the lion	
18	48	543.213	545.787	2.574		The lion go right here, I think	
18	48	552.156	563.013	10.857		The lion... go right here. This g- His eye go right here, then his other eye go right here	
18	48	564.894	567.897	3.003		*noises* ####	
18	48	569.613	571.032	1.419		It go like this grandma?	
18	48	569.679	571.098	1.419	You gonna finish the butterfly?		
18	48	571.329	573.012	1.683		I know how to do it grandma	
18	48	571.89	572.319	0.429	####		
18	48	573.903	578.721	4.818		If I just put this puzzle right there and it'll fit	
18	48	579.348	580.899	1.551	That's some part of it		
18	48	583.869	584.1	0.231			
18	48	595.386	601.557	6.171		These go right here, from #### go	
18	48	605.418	607.398	1.98		I know where a lot of puzzles go	
18	48	609.444	611.688	2.244		There are a lot of puzzles in here	
18	48	612.249	613.701	1.452		The part I fixed	
18	48	614.658	618.651	3.993	Mmkay, mmkay. Come on we gotta hurry up now we don't got much time		
18	48	615.318	616.11	0.792		I think this-	
18	48	618.783	621.588	2.805		I think this go- don't go right here	
18	48	622.908	627.132	4.224		I think it don't. That don't go right there, grandma	
18	48	636.207	636.966	0.759	Let me see		
18	48	638.385	645.414	7.029		That don't go right there, oh no! No, look, it's ####	
18	48	649.77	650.265	0.495		Mmm	
18	48	650.859	651.849	0.99		####	
18	48	656.469	659.703	3.234	I be lost over here, NAME I don't even know what I'm doing		
18	48	660.924	664.422	3.498		Oh, well you don't know what the puzzle's go	
18	48	664.884	665.742	0.858	Mmm		
18	48	666.072	668.382	2.31		'Cause I know what the puzzles go	
18	48	669.438	671.385	1.947		This go to the frog	
18	48	672.408	675.972	3.564		At the same time, the frog go right here	
18	48	676.698	678.117	1.419		With the lion head	
18	48	679.437	680.889	1.452	Here go another part right here		
18	48	681.483	682.935	1.452	Come on we gotta hurry it up		
18	48	683.133	684.09	0.957		Okay	
18	48	685.509	688.347	2.838		#### Need to pick out a new color	
18	48	687.984	690.789	2.805	No, don't take- We trying to get ####		
18	48	700.887	701.58	0.693		I know	
18	48	702.834	704.484	1.65		I think it go right here	
18	48	703.89	704.121	0.231			
18	48	708.213	709.962	1.749	And here go the other part, right here		
18	48	711.348	712.173	0.825		Where this go?	
18	48	713.031	715.275	2.244		Where did this frog go right here?	
18	48	716.76	718.146	1.386		It's nose	
18	48	718.839	719.499	0.66		####	
18	48	723.03	728.97	5.94		#### This here is the crocodile	
18	48	730.785	732.105	1.32		It's upside-down	
18	48	735.471	736.791	1.32		Think it go right here	
18	48	737.616	739.134	1.518		You know where this go, grandma	
18	48	739.332	740.19	0.858	Mm-mm		
18	48	740.883	742.401	1.518		Well, you know where this goes	
18	48	742.698	743.655	0.957	Do this go right here?		
18	48	743.886	744.513	0.627		Yeah!	
18	48	745.8	748.44	2.64		####	
18	48	752.103	753.324	1.221	Here go the other part		
18	48	755.304	756.591	1.287		Yeah okay	
18	48	758.208	762.96	4.752		I think this go right here. This go to, right here	
18	48	763.488	764.148	0.66	Let me see		
18	48	764.412	765.567	1.155		Let me see grandma	
18	48	765.567	766.227	0.66	Let me see		
18	48	767.844	768.57	0.726		No it's	
18	48	767.877	768.669	0.792	Let me see		
18	48	770.616	772.959	2.343		Oh, it don't go right there	
18	48	773.751	775.071	1.32		Will it go anywhere	
18	48	780.813	782.793	1.98	Yes, No that don't go there		
18	48	783.816	784.872	1.056	Don't go there!		
18	48	785.928	787.083	1.155	Okay		
18	48	788.073	788.898	0.825	Do it go there?		
18	48	790.944	792.891	1.947		I think it go right here	
18	48	793.716	794.541	0.825		No it don't	
18	48	801.669	802.065	0.396		Oh	
18	48	802.329	802.89	0.561	Go right there		
18	48	803.781	804.111	0.33	No		
18	48	806.058	807.048	0.99		No it don't	
18	48	809.49	810.282	0.792	What about this one?		
18	48	811.437	812.13	0.693		Yeah it do	
18	48	815.298	817.971	2.673		You don't know how to fix a puzzle	
18	48	817.773	822.954	5.181	*laughing* #### Hurry up and let's ####		
18	48	818.697	827.046	8.349		*singing*	
18	48	823.68	826.551	2.871	####		
18	48	827.508	830.874	3.366		I know this p- part	
18	48	830.577	832.293	1.716	Okay, It- it went. Come on		
18	48	836.616	837.804	1.188	It gotta be like		
18	48	838.761	840.873	2.112		That don't go right there, Grandma	
18	48	841.797	847.11	5.313		Oh I know w- what go right there, this. This go right there	
18	48	844.371	845.031	0.66	Okay		
18	48	851.136	854.172	3.036	Okay ####		
18	48	856.119	859.98	3.861		Th- think this go, right here	
18	48	860.64	861.267	0.627	Do it		
18	48	861.564	862.884	1.32		####	
18	48	867.933	869.946	2.013		This go right here	
18	48	883.41	884.895	1.485	Huh-uh, This go there, come on.		
18	48	886.347	887.799	1.452		Where is this go?	
18	48	888.789	890.967	2.178	I don't know, let me see. Come on we go-		
18	48	890.373	893.97	3.597		This is- This is here, in his ear	
18	48	892.947	893.442	0.495	Oh		
18	48	894.267	895.224	0.957	Oh okay		
18	48	895.257	896.61	1.353		It's his ear	
18	48	897.996	905.058	7.062		*noises*	
18	48	904.563	906.114	1.551	#### We gotta hurry up, buddy		
18	48	906.312	907.203	0.891		Okay	
18	48	907.698	909.48	1.782		Gotta call *name*	
18	48	910.074	910.965	0.891	Yeah we do		
18	48	911.328	911.889	0.561	Fix it		
18	48	912.318	914.925	2.607	Do it- do that go there? Yeah that go there		
18	48	915.948	917.598	1.65	Wait a minute, do it? Wait a minute		
18	48	917.598	919.116	1.518		Yes it do, Grandma	
18	48	921.36	922.878	1.518		It's upside-down	
18	48	925.65	926.805	1.155	It don't go there		
18	48	926.97	928.884	1.914		*noises*	
18	48	928.026	929.379	1.353	Fi- find another piece then		
18	48	930.237	932.514	2.277	It goes some like this but this ain't it		
18	48	932.679	937.365	4.686		*noises* This a bird	
18	48	933.438	936.012	2.574	See if you see another piece other there look like that		
18	48	939.048	940.038	0.99		Where that go?	
18	48	940.071	942.315	2.244	####		
18	48	941.919	943.371	1.452		#### where that bird go	
18	48	943.338	944.394	1.056	Come on let's hurry up		
18	48	943.899	944.13	0.231			
18	48	945.054	945.912	0.858	Mmm		
18	48	947.1	948.783	1.683	Oh here go another piece, here go another piece		
18	48	949.113	949.872	0.759	#### fit		
18	48	950.565	952.974	2.409	#### There you go		
18	48	950.73	952.446	1.716		That go with the end ant	
18	48	953.172	954.855	1.683		This go right here I think	
18	48	956.373	958.485	2.112		That don't go right there	
18	48	958.848	959.739	0.891	Mm-mm		
18	48	959.178	960.498	1.32		He eating it	
18	48	960.894	963.039	2.145	It don't go there either, Come on let's find-		
18	48	964.227	967.23	3.003	*sigh* It gotta be a end piece		
18	48	968.781	969.276	0.495	Try		
18	48	969.342	970.233	0.891		Where this go?	
18	48	970.53	971.256	0.726	I don't know		
18	48	970.629	971.19	0.561		####	
18	48	971.916	972.51	0.594	Come on		
18	48	973.5	974.622	1.122	####		
18	48	976.173	978.252	2.079		Where this go anyways?	
18	48	979.011	980.067	1.056		I think it go...	
18	48	982.311	984.522	2.211		to something else	
18	48	985.644	988.515	2.871		Put that back, put it back down there	
18	48	987.888	988.977	1.089			
18	48	989.538	994.95	5.412		Don't think this g-... I think this, go right here	
18	48	990.957	992.508	1.551			
18	48	998.712	999.57	0.858	Do it go there?		
18	48	1000.164	1000.824	0.66		I think	
18	48	1001.121	1001.946	0.825	No		
18	48	1002.408	1003.695	1.287		####	
18	48	1006.17	1007.094	0.924		####	
18	48	1006.632	1008.249	1.617	There it go, there it go, I got-		
18	48	1008.876	1009.965	1.089		You got it?	
18	48	1010.031	1010.493	0.462	Yeah		
18	48	1010.79	1012.209	1.419		Well this go right here	
18	48	1012.836	1013.76	0.924	That go right there?		
18	48	1014.288	1017.654	3.366		No. This go, maybe this	
18	48	1017.357	1019.865	2.508	No. It gotta be a end, like this		
18	48	1021.944	1023.132	1.188	'Cause this is a corner		
18	48	1024.815	1028.247	3.432	#### Let's see where d- Look at that, see if you could find a		
18	48	1028.412	1029.633	1.221		This a big one	
18	48	1030.458	1033.461	3.003		This the mama, mama frog	
18	48	1035.87	1040.391	4.521		No that don't go right there! That go the the, um, the alligator!	
18	48	1043.262	1045.275	2.013		It goes to the alligator	
18	48	1050.126	1052.205	2.079		I think. It don't	
18	48	1052.337	1053.954	1.617	Look, NAME this part will go right here		
18	48	1054.845	1055.307	0.462	No		
18	48	1058.145	1058.607	0.462	Mmm		
18	48	1059.63	1061.544	1.914		This do go right here	
18	48	1062.204	1063.029	0.825	Let me see		
18	48	1066.197	1067.451	1.254	No it don't go there		
18	48	1068.54	1070.421	1.881	####		
18	48	1071.279	1073.16	1.881	Stop jumping, NAME, you-		
18	48	1074.48	1075.404	0.924		Let's see	
18	48	1076.031	1076.988	0.957	Come on let's see		
