_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
9	F	220.16	222.0	1.84		I don't know but you see it stays			
9	F	222.56	226.24	3.68		there's very little gravity so it just kind of floated off and he grabbed it			
9	F	227.51	228.56	1.05		it didn't fall down			
9	F	232.44	234.18	1.74		read more? or should we get the next book			
9	F	234.51	235.52	1.01			next one		
9	F	235.78	236.7	0.92		oh ok			
9	F	236.78	237.45	0.67	fiction stop				
9	NF	281.29	282.21	0.92	nonfiction start		no	Cover	
9	NF	282.7	287.01	4.31		it's called, when you look up at the...			
9	NF	287.18	288.59	1.41			moon		
9	NF	288.39	289.12	0.73				page 1	
9	NF	290.45	293.13	2.68		when you look up at the moon, sit properly			
9	NF	294.16	297.09	2.93		when you look up at the moon, do you wish you could visit it?			
9	NF	298.89	299.59	0.7			mm-hmm		
9	NF	299.1	300.18	1.08		wish you could go there?			
9	NF	301.25	301.91	0.66				page 2	
9	NF	302.75	307.54	4.79		you'd see very tall mountains and wide flat plains			
9	NF	307.54	308.84	1.3		that's a photograph			
9	NF	309.02	309.92	0.9				page 3	
9	NF	311.1	314.01	2.91		you'd see big rings called craters			
9	NF	314.33	316.01	1.68		and there'd be rocks all around you			
9	NF	316.71	317.6	0.89				page 4	
9	NF	318.25	323.2	4.95		since the moon has no air or water, there are no plants or animals			
9	NF	326.45	327.4	0.95				page 5	
9	NF	328.05	330.02	1.97		has anyone ever visited the moon?			
9	NF	330.85	331.71	0.86		what do you think?			
9	NF	334.76	337.57	2.81		yes, twelve astronauts			
9	NF	337.98	340.5	2.52		six american spaceships flew to the moon			
9	NF	341.5	343.2	1.7		so twelve people have been on the moon			
9	NF	343.51	344.29	0.78				page 6	
9	NF	344.73	350.16	5.43		the first trip was in nineteen-sixty-nine, and the last was in nineteen-seventy-two			
9	NF	351.77	353.75	1.98		these are astronauts, they went to the moon			
9	NF	354.44	355.44	1.0		### that one's ##			
9	NF	355.98	356.89	0.91				page 7	
9	NF	357.45	360.49	3.04		each time, two astronauts stepped onto the moon's surface			
9	NF	360.52	362.95	2.43		that's what they look like, standing on the moon			
9	NF	366.57	367.46	0.89				page 8	
9	NF	367.71	369.18	1.47		astronauts wore			
9	NF	369.45	370.43	0.98		spacesuits			
9	NF	371.08	373.84	2.76		spacesuits gave astronauts air to breathe			
9	NF	374.01	375.0	0.99				page 9	
9	NF	376.33	379.69	3.36		astronauts could jump higher on the moon than they could on earth			
9	NF	379.85	381.72	1.87		and they came down more slowly			
9	NF	382.02	383.93	1.91		it was almost like floating			
9	NF	385.86	386.62	0.76				page 10	
9	NF	386.77	389.3	2.53		from the moon, astronauts could see...			
9	NF	393.43	394.33	0.9		what planet is that?			
9	NF	394.88	396.09	1.21			earth		
9	NF	395.89	396.49	0.6		yeah			
9	NF	396.71	400.04	3.33		the earth looked far away. pretty cool			
9	NF	401.13	401.94	0.81				page 11	
9	NF	403.03	407.38	4.35		about every four weeks, the moon travels around the earth			
9	NF	411.43	415.83	4.4		the sun shines on the moon and lights it up			
9	NF	418.52	419.43	0.91				page 12	
9	NF	419.73	420.9	1.17		that's why you can see it			
9	NF	422.11	424.89	2.78		when you see it as a bright circle it's called a full moon			
9	NF	427.0	427.9	0.9				page 11	
9	NF	428.12	431.72	3.6		## see? shines directly onto it			
9	NF	432.1	434.66	2.56		but if the moon's right here you can't see it at all			
9	NF	434.68	436.79	2.11		because all the bright parts are on the other side			
9	NF	438.76	439.46	0.7				page 14	
9	NF	439.88	442.32	2.44		other nights, the moon is a crescent moon			
9	NF	442.725	445.225	2.5		because the sun shines on just a little bit ##			
9	NF	445.365	446.045	0.68				page 15	
9	NF	446.595	450.075	3.48		now that you know more about the moon, would you still like to visit it			
9	NF	452.005	453.685	1.68		someday, maybe you can			
9	NF	457.275	457.855	0.58		then end			
9	NF	459.075	460.325	1.25		any favorite ones?			
9	NF	461.385	462.235	0.85				Cover 	
9	NF	463.085	464.435	1.35			umm...		
9	NF	464.685	465.785	1.1		you sit properly			
9	NF	467.32	471.32	4.0			sit so bad, so now you say can you sit properly		
9	NF	473.79	474.85	1.06				page 8	
9	NF	474.87	475.93	1.06			this one		
9	NF	476.32	477.6	1.28		astronauts wore...			
9	NF	478.44	479.46	1.02			space suits		
9	NF	479.32	480.16	0.84				page 9	
9	NF	479.58	480.89	1.31		yeah. what are spacesuits			
9	NF	480.84	490.37	9.53			aah, um, I just want to pick my other favorite page		
9	NF	483.65	484.45	0.8				page 10	
9	NF	486.77	487.55	0.78				page 11	
9	NF	490.3	491.22	0.92				page 13	
9	NF	490.73	498.68	7.95			it's all the way at the end of the story		
9	NF	494.82	495.64	0.82				page 14	
9	NF	500.07	502.84	2.77			and, it's aah, right		
9	NF	501.4	502.35	0.95				page 15	
9	NF	503.29	505.71	2.42		that bit? kid with the helmet?			
9	NF	507.72	510.74	3.02		it says, now that you know more about the moon, would you still like to visit it?			
9	NF	510.94	511.74	0.8			yes		
9	NF	512.0	513.45	1.45		maybe someday you can			
9	NF	514.61	515.26	0.65			when?		
9	NF	515.31	515.97	0.66		I don't know			
9	NF	517.87	518.99	1.12		probably be awhile			
9	NF	519.24	521.94	2.7		you know it's, it's been a long time since people went to the moon			
9	NF	520.87	523.38	2.51			those are my two favorite		
9	NF	522.25	523.28	1.03	nonfiction end				
10	F	3.7	5.29	1.59	fiction start	what's this one called this is called		Cover	
10	F	7.45	8.16	0.71		you ok?			
10	F	8.44	10.66	2.22		what next, baby bear?			
10	F	11.09	13.06	1.97		what next, baby bear?			
10	F	14.09	15.72	1.63		do you want me to tell you who the author is?			
10	F	17.42	17.97	0.55			yeah		
10	F	18.24	19.53	1.29		Jill Murphy			
10	F	19.85	20.91	1.06		Jill Murphy			
10	F	22.12	23.11	0.99		'kay, ready?			
10	F	22.43	23.13	0.7				page 1	
10	F	23.06	23.89	0.83			ready		mmkay.
10	F	25.807	30.367	4.56		can I go to the moon, asked baby bear			
10	F	33.457	34.267	0.81				page 2	
10	F	35.3	39.14	3.84		no, it's your bathtime, said mrs. bear			
10	F	39.67	43.79	4.12		anyway, you'd have to find a rocket first			
10	F	44.55	46.59	2.04		why does he need a rocket?			
10	F	47.78	52.76	4.98			cause a rocket would take him up to the moon		
10	F	53.18	59.02	5.84		well why can't he just get a ladder like in papa get the moon for me, when the papa gets the ladder			
10	F	59.64	63.03	3.39			cause it's too high		
10	F	62.77	63.65	0.88		it is?			
10	F	63.72	64.36	0.64			yes		
10	F	66.34	67.1	0.76				page 3	
10	F	67.81	71.83	4.02		baby bear found a rocket in the closet under the stairs			
10	F	76.69	78.23	1.54		you think it's going to work?			
10	F	78.62	79.23	0.61			yeah		
10	F	81.14	81.92	0.78				page 4	
10	F	83.4	90.44	7.04		he found a space helmet in the kitchen and a pair of space boots by the front door			
10	F	92.41	94.83	2.42		hey, what do you notice about his helmet?			
10	F	95.59	97.79	2.2		what do you notice about his space helmet?			
10	F	98.36	104.32	5.96			ummhe's pretending that that the celery thing is his helmet		
10	F	105.24	112.92	7.68			he want to fly to the moon but I mean ummhe doesn't have aah the right one that's why he got it		
10	F	113.14	114.72	1.58		oh, is that gonna work?			
10	F	115.47	116.03	0.56			no		
10	F	116.25	118.06	1.81		you don't think it's going to work?			
10	F	118.41	118.97	0.56			no		
10	F	118.52	119.86	1.34		 let's see			
10	F	120.15	121.27	1.12		let's see			
10	F	121.33	122.01	0.68				page 5	
10	F	122.68	128.11	5.43		he packed his teddy bear and some food for the journey			
10	F	128.49	131.23	2.74		hey why is he bringing a teddy bear?			
10	F	132.69	133.58	0.89			cause		
10	F	133.42	134.2	0.78		why?			
10	F	134.29	137.05	2.76			cause he want to cuddle with something		
10	F	136.62	140.94	4.32		aw, he want to cuddle with something, hmm, cuddle with something			
10	F	141.93	145.2	3.27		and what's, what food does he have ##			
10	F	146.56	148.78	2.22			this this this, this		
10	F	148.8	150.07	1.27		what is it?			
10	F	150.21	151.8	1.59		what food is it?			mm-hmm
10	F	153.05	159.99	6.94		what is it, some salt, mustard, some baked beans, apples, a manzana			
10	F	161.64	165.55	3.91		he packed his teddy bear and some food for the journey			He's got him like a soda or something, hmm
10	F	166.83	167.97	1.14				page 6	
10	F	167.49	170.84	3.35		and took off up the chimney			
10	F	175.44	179.63	4.19		flying outside, right through the roof, right through the chimney			
10	F	179.79	181.13	1.34		look at that			
10	F	181.23	183.18	1.95			the cat's amazed		
10	F	184.06	188.58	4.52		the cat is amazed. what was the cat doing up there?			
10	F	190.61	194.16	3.55			he flew right out of the chimney?		
10	F	193.62	197.4	3.78		I bet the cat was up on the roof hunting for mice			
10	F	197.95	204.15	6.2		or maybe just watching the moon, maybe reading a bedtime story and suddenly, boom			
10	F	204.15	206.5	2.35		right out of the chimney came, who?			
10	F	207.13	209.34	2.21			the space man		
10	F	211.29	215.42	4.13		he took off up the chimney, ## it's working, it's working!			
10	F	214.42	215.21	0.79				page 7	
10	F	215.38	216.74	1.36			it's working		
10	F	216.96	220.83	3.87		what a great rocket, said an owl flying past			
10	F	221.75	226.38	4.63		would you care to accompany me to the moon, asked baby bear			
10	F	228.63	232.14	3.51		I would love to, replied the owl			
10	F	234.35	235.2	0.85		there they go			
10	F	234.38	235.38	1.0				page 8	
10	F	236.51	248.31	11.8		on and on they flew up and up above the clouds past millions of stars, until at last they landed on the...			
10	F	248.59	250.1	1.51			moon		
10	F	251.19	252.35	1.16				page 9	
10	F	253.48	257.22	3.74		there's nobody around here, said baby bear			
10	F	258.02	260.25	2.23		there are no trees, said the owl			
10	F	261.59	265.16	3.57		it's kind of boring, said baby bear			
10	F	266.12	269.94	3.82		what do you think about a picnic? baby bear asked.			
10	F	270.28	274.12	3.84		what a splendid idea, said the owl			
10	F	276.34	277.05	0.71		look at that			
10	F	277.34	280.04	2.7			the moon doesn't have bumps		
10	F	279.95	281.75	1.8		you don't think the moon has bumps?			
10	F	281.79	282.44	0.65			yeah		
10	F	282.66	284.14	1.48		what do you think it has?			
10	F	284.36	286.01	1.65			all straight.		
10	F	285.9	286.84	0.94		just flat?			
10	F	286.96	287.68	0.72			yeah		
10	F	287.46	291.64	4.18		think it's just flat? how can you tell this is the moon and not earth?			
10	F	292.74	294.28	1.54		how can you tell?			
10	F	294.35	296.59	2.24			cause the bumps		
10	F	296.32	297.52	1.2		cause of the bumps?			
10	F	297.58	299.15	1.57		what about the color?			
10	F	300.452	303.342	2.89		is the moon colorful like the earth, or gray			
10	F	303.75	304.85	1.1			gray		
10	F	305.74	307.4	1.66		look at what's teddy doing			
10	F	307.89	310.31	2.42		teddy's having a cup of tea			
10	F	310.84	311.76	0.92				page 10	
10	F	311.19	313.75	2.56			yeah and then they flew home		
10	F	314.5	316.22	1.72		do you wish you went with them?			
10	F	316.82	317.57	0.75			yeah		
10	F	317.33	318.25	0.92		really?			
10	F	318.06	319.28	1.22			that's the moon		
10	F	319.24	320.61	1.37		but would you come back?			
10	F	322.18	325.97	3.79		we'd better go, said baby bear			
10	F	326.38	330.15	3.77		because my bath must be ready by now			
10	F	331.07	333.04	1.97		why do you think he wanted to go home?			
10	F	334.67	339.5	4.83			cause cause he doesn't wanna miss his momma		
10	F	339.51	340.64	1.13		yeah			
10	F	340.68	343.2	2.52			hey there's something under		
10	F	341.89	342.5	0.61		what?			
10	F	343.47	344.33	0.86			that		
10	F	343.85	348.14	4.29		what oh yeah, it's just a little dry skin			
10	F	348.49	349.57	1.08		it's ok			
10	F	349.73	351.26	1.53		thank you for noticing that			
10	F	351.75	361.04	9.29		off they went, down and down, before he flew away, it was nice to meet you, the owl said			
10	F	364.66	365.56	0.9				page 11	
10	F	366.26	372.1	5.84		home went baby bear back down the chimney and onto the carpet with a bump			
10	F	373.25	374.61	1.36		wow			
10	F	375.53	378.06	2.53			look, everything broke		
10	F	380.56	381.52	0.96				page 12	
10	F	382.07	388.78	6.71		mrs. bear gasped as she came into the room. how did you get so dirty, she asked			
10	F	389.22	392.39	3.17		I found a rocket, said baby bear			
10	F	393.7	398.4	4.7			I found a rocket, said baby bear		
10	F	400.941	401.921	0.98				page 13	
10	F	403.251	406.431	3.18		I found a rocket, said baby bear			
10	F	407.131	410.211	3.08		and then I flew to the moon			
10	F	412.081	417.291	5.21		oh my, what will you think of next, said mrs bear			
10	F	418.091	419.911	1.82		does his mommy believe him?			
10	F	420.601	423.241	2.64		does she believe that he went to the moon?			
10	F	423.451	424.181	0.73			no		
10	F	424.061	425.431	1.37		she doesn't?			
10	F	425.761	427.081	1.32		how do you know?			
10	F	427.931	429.121	1.19			I don't know		
10	F	429.121	432.191	3.07		how do you, do you, she doesn't think he went to the moon?			
10	F	434.661	435.711	1.05			yeah		
10	F	435.56	438.16	2.6		she, she does or she doesn't			
10	F	440.415	442.485	2.07		she doesn't think he went, right?			
10	F	442.685	443.455	0.77			yeah		
10	F	443.285	446.935	3.65		because, have you ever heard of that happening before			
10	F	447.225	447.905	0.68			no		
10	F	447.915	454.245	6.33		'kay have you ever heard of being able to take a moon, a rocket made out of a box to the moon?			
10	F	455.08	456.62	1.54		do you think we could do it?			
10	F	457.83	459.41	1.58		can we do this?			
10	F	459.88	460.49	0.61			no		
10	F	460.72	461.63	0.91		we can't?			
10	F	462.79	463.46	0.67			yeah		
10	F	463.14	464.39	1.25		should we try?			
10	F	464.35	465.17	0.82			yeah		
10	F	465.34	466.81	1.47		what do we need?			
10	F	467.33	468.3	0.97			everything		
10	F	468.47	470.1	1.63		with the stuff we eat?			
10	F	470.53	471.38	0.85			yeah		
10	F	471.58	473.21	1.63		ok, we'll try it			
10	F	472.49	473.26	0.77	fiction end				
10	NF	523.33	524.26	0.93	nonfiction start			Cover	
10	NF	523.7	527.92	4.22		oh, look at this one, oh look at this author's name			
10	NF	528.3	528.82	0.52			what		
10	NF	528.81	530.49	1.68		hey look what the author's name is			
10	NF	530.5	531.04	0.54			what		
10	NF	531.68	539.29	7.61		fowler, the author's name is, and the illustrator's Allan Fowler, do you remember what illustrator is?			
10	NF	540.18	541.55	1.37			Allan Fowler		
10	NF	542.12	544.03	1.91		do you know, remember what an illustrator is?			
10	NF	544.53	545.17	0.64			no		
10	NF	545.52	548.92	3.4		is it the person who writes the words or the person who does the pictures			
10	NF	553.64	555.16	1.52			the pictures		
10	NF	554.9	556.09	1.19		right, ok			
10	NF	556.11	559.83	3.72		look at this one, it's called when you look up at the moon			
10	NF	560.41	562.74	2.33		it's another book about what			
10	NF	563.09	563.92	0.83			moons		
10	NF	563.93	565.23	1.3		the moon			
10	NF	564.57	565.25	0.68				page 1	
10	NF	566.58	572.62	6.04		when you look up at the moon, do you wish you could visit it?			
10	NF	574.64	575.78	1.14		I do			
10	NF	576.13	577.05	0.92		do you?			
10	NF	578.54	579.41	0.87				page 2	
10	NF	580.34	587.58	7.24		you'd see very tall mountains and wide flat plains there			
10	NF	588.42	591.88	3.46		does this look like the, does this look like the picture?			
10	NF	592.88	593.91	1.03		in the other book?			
10	NF	594.74	595.87	1.13			what ##		
10	NF	595.91	598.83	2.92		is this a real picture or did somebody draw that one			
10	NF	600.68	601.53	0.85			real		
10	NF	601.68	603.77	2.09		yeah, it's a real picture, right			
10	NF	604.24	604.98	0.74				Cover	
10	NF	604.83	608.79	3.96		Look it, this is actually a real picture, I thought it was an illustration			
10	NF	608.93	611.53	2.6		this is a real picture of the moon, right			
10	NF	612.04	612.71	0.67				page 2	
10	NF	613.7	618.93	5.23		you'd see very tall mountains and wide flat plains there			
10	NF	619.59	622.37	2.78		hey didn't you think that the moon was just flat?			
10	NF	623.3	623.8	0.5			yeah		
10	NF	623.84	625.13	1.29		didn't you just say that?			
10	NF	625.32	627.94	2.62		but look, what do you see			
10	NF	625.35	625.72	0.37			yeah		
10	NF	627.93	629.1	1.17			it's bumpy		
10	NF	629.23	630.46	1.23		it's bumpy			
10	NF	630.2	631.09	0.89				page 3	
10	NF	631.75	636.76	5.01		you'd also see big rings called craters			
10	NF	637.54	640.76	3.22		there would be rocks all around you			
10	NF	642.16	646.12	3.96		why do you think they have those craters on the moon?			
10	NF	646.82	647.76	0.94			I don't know		
10	NF	647.83	648.35	0.52		no?			
10	NF	649.21	650.19	0.98			mm-hmm		
10	NF	650.0	651.81	1.81		let's ##, ok?			
10	NF	651.66	652.42	0.76				page 4	
10	NF	653.39	660.68	7.29		since the moon has no air or water, there are no plants or animals there			
10	NF	664.35	667.1	2.75		there are no plants or animals there			
10	NF	667.87	669.02	1.15				page 5	
10	NF	669.96	672.64	2.68		has anybody ever visited the moon?			
10	NF	674.23	676.21	1.98		has anybody ever visited the moon?			
10	NF	677.24	678.17	0.93		do you know?			
10	NF	678.81	679.65	0.84			no		
10	NF	681.09	683.62	2.53		what about that book, that bear			
10	NF	686.18	687.83	1.65		well that's a bear though right?			
10	NF	691.23	694.97	3.74		the answer is yes, twelve astronauts			
10	NF	695.37	699.29	3.92		six american spaceships flew to the moon			
10	NF	700.25	701.84	1.59		did you know that?			
10	NF	702.27	703.16	0.89				page 6	
10	NF	704.32	710.83	6.51		the first trip was in nineteen-sixty-nine, the last was in nineteen-seventy-two			
10	NF	711.33	713.2	1.87		who do you think those guys are?			
10	NF	714.42	716.8	2.38			NAME?		
10	NF	717.26	718.31	1.05		what?			
10	NF	718.6	720.08	1.48		NAME?			
10	NF	720.52	721.67	1.15		what?			
10	NF	721.79	727.23	5.44		do you think they're the people who went to the moon, or are they people who work in the grocery store			
10	NF	727.43	729.95	2.52			um, people that went to the moon		
10	NF	729.99	732.57	2.58		yeah, they're astronauts, right			
10	NF	733.74	734.63	0.89			yeah		
10	NF	735.45	736.96	1.51		wanna turn the page?			
10	NF	736.86	737.34	0.48			yeah		
10	NF	738.0	739.01	1.01				page 7	
10	NF	739.88	741.42	1.54		each time			
10	NF	741.46	742.52	1.06				page 6	
10	NF	742.34	743.26	0.92		look at that			
10	NF	743.64	745.94	2.3		why are they wearing those big suits?			
10	NF	746.57	748.9	2.33			cause they don't wanna get hurt		
10	NF	748.92	751.18	2.26		how would they get hurt going to the moon?			
10	NF	752.14	761.35	9.21			if they get, if they go up and there's a rocketship they would get fire all over them		
10	NF	761.15	765.56	4.41		oh yeah you definitely don't want to get a rock on your rocketship			
10	NF	765.82	770.17	4.35		you think that they need one other part of their out-- what, what other part do they need?			
10	NF	770.68	771.85	1.17		up here?			
10	NF	771.99	777.08	5.09			yeah, yeah, yeah, so then their heads would all get fiery		
10	NF	777.48	779.62	2.14			they need this		
10	NF	778.35	779.31	0.96				page 7	
10	NF	779.73	783.06	3.33		oh yeah, does that look like the one baby bear had?			
10	NF	780.7	781.63	0.93				page 6	
10	NF	781.96	793.12	11.16				flipping back and forth between 6 and 7	
10	NF	785.09	786.66	1.57		or was his different?			
10	NF	786.67	788.64	1.97			his was different		
10	NF	789.57	791.21	1.64		his was different, right?			
10	NF	791.38	793.34	1.96		what did he use, the colander?			
10	NF	793.56	794.4	0.84			yeah		
10	NF	793.76	795.72	1.96		think he called it the celery thing			
10	NF	796.813	798.713	1.9		let's look at that next page			
10	NF	799.293	800.093	0.8				page 7	
10	NF	799.503	800.103	0.6			yeah		
10	NF	800.62	806.6	5.98		each time two astronauts stepped onto the moon's surface			
10	NF	807.24	809.11	1.87		wow			
10	NF	809.42	810.81	1.39		look at that			
10	NF	812.05	814.51	2.46		that is so cool, isn't it			
10	NF	814.7	817.8	3.1		this guy is stepping on the moon			
10	NF	818.18	819.73	1.55		how did he get there?			
10	NF	820.71	822.42	1.71			with a rocketship		
10	NF	822.04	823.72	1.68		with a rocketship			
10	NF	823.89	824.88	0.99				page 8	
10	NF	825.23	832.31	7.08		astronauts wore space suits. spacesuits gave astronauts air to breathe			
10	NF	833.07	834.99	1.92		wait why did they need air to breathe?			
10	NF	836.34	837.42	1.08			I don't know		
10	NF	837.57	839.29	1.72		cause there's no air on the moon			
10	NF	840.16	841.6	1.44		there's no air on the moon			
10	NF	841.72	845.51	3.79		so they need air from, coming from inside their spacesuits			
10	NF	846.89	847.89	1.0				page 9	
10	NF	848.7	852.63	3.93		astronauts could jump higher on the moon than they could on earth			
10	NF	853.8	856.3	2.5		and they came down more slowly			
10	NF	856.06	861.81	5.75			can, can astronauts ummfly without a rocketship?		
10	NF	863.67	866.29	2.62		no, they need a rocketship			
10	NF	866.63	875.04	8.41		to go to the moon. but look if you're on the moon you can jump really high and you come down slowly			
10	NF	875.4	879.25	3.85		so, so if you jump on earth you go like this, jump.			
10	NF	879.63	883.4	3.77		if you jump on the moon you go woo.			
10	NF	883.58	887.59	4.01		woo. is that slower or faster?			
10	NF	889.62	890.66	1.04			slower		
10	NF	890.33	891.4	1.07		slower			
10	NF	891.82	898.38	6.56		it was almost like, it says though here, it says that it was almost like floating			
10	NF	892.37	893.04	0.67			I said		
10	NF	898.8	901.15	2.35		woah, that's neat			
10	NF	900.52	901.49	0.97				page 10	
10	NF	901.66	904.65	2.99		from the moon, the astronauts could see...			
10	NF	906.94	907.86	0.92		what's that?			
10	NF	908.02	908.9	0.88			the earth		
10	NF	908.73	910.09	1.36		the earth			
10	NF	910.8	914.36	3.56		the earth looked far away			
10	NF	915.12	928.13	13.01		just imagine if you were standing here and you looked down here on earth and you knew that all of your family was down there waiting for you and thinking about you so far away			
10	NF	928.44	930.4	1.96		and hoping that you would come back			
10	NF	929.27	931.39	2.12			well where do we live on the earth		
10	NF	931.53	933.15	1.62		let me see if we can see it			
10	NF	934.91	937.59	2.68		I don't think we could I think we live over on this side			
10	NF	938.07	940.71	2.64		up here in this corner. you know what those white things are?			
10	NF	940.76	941.37	0.61			what?		
10	NF	941.33	943.76	2.43		what do you think, what floats up in our sky			
10	NF	944.07	945.74	1.67		it brings the rain			
10	NF	950.28	951.84	1.56		what floats up in the sky?			
10	NF	952.44	953.96	1.52		and goes by			
10	NF	954.18	955.62	1.44			can you tell me?		
10	NF	955.84	958.48	2.64		are they birds?			
10	NF	958.61	959.21	0.6			no		
10	NF	959.52	961.55	2.03		are they grasses?			
10	NF	961.71	962.2	0.49			no		
10	NF	962.32	963.26	0.94		clouds?			
10	NF	963.03	963.66	0.63			no		
10	NF	965.78	967.91	2.13		clouds float by, right?			
10	NF	968.65	970.36	1.71		those are clouds			
10	NF	970.54	971.87	1.33		up in the sky			
10	NF	972.11	977.89	5.78		but this is what it looks like when you're on the moon and you look at earth you see the clouds around the earth			
10	NF	977.97	980.32	2.35		and that blue stuff, can you guess what that is?			
10	NF	982.79	984.97	2.18			yes, I'm not telling		
10	NF	983.35	983.82	0.47		what			
10	NF	984.83	987.11	2.28		ok I'll, you want me to tell you or not			
10	NF	986.9	987.77	0.87				page 11	
10	NF	988.17	989.4	1.23		want me to tell you?			
10	NF	989.62	990.6	0.98		it's water.			
10	NF	992.02	996.52	4.5		about every four weeks, the moon travels around earth			
10	NF	996.77	999.46	2.69			I don't want to ## it		
10	NF	999.06	1004.01	4.95		the sun shines on the moon and lights it up			
10	NF	1005.04	1006.2	1.16		look at this			
10	NF	1006.41	1007.66	1.25		here's our earth			
10	NF	1008.35	1011.96	3.61		this is where we live right there in the middle of that piece			
10	NF	1012.09	1013.78	1.69		that continent			
10	NF	1013.78	1015.03	1.25		and here's the moon			
10	NF	1015.19	1020.1	4.91		going around and around, around and around			
10	NF	1021.48	1027.53	6.05		and the sun shines on it, and that's how we can see it			
10	NF	1031.83	1032.47	0.64				page 12	
10	NF	1032.71	1039.15	6.44		that's why you can see it, when you see it as a bright circle, it's called a full moon			
10	NF	1041.14	1042.62	1.48		do you ever see it like this?			
10	NF	1045.52	1047.83	2.31		have you ever seen it as a big circle?			
10	NF	1049.48	1050.53	1.05			no		
10	NF	1050.42	1051.88	1.46		yes you have			
10	NF	1052.83	1053.56	0.73				page 13	
10	NF	1053.15	1055.03	1.88		some nights, the moon is a...			
10	NF	1056.31	1057.51	1.2			half moon		
10	NF	1057.39	1059.43	2.04		a half moon			
10	NF	1060.69	1062.17	1.48		I think it's, ooh			
10	NF	1061.36	1062.18	0.82				page 14	
10	NF	1062.48	1065.62	3.14		and other nights, the moon is a			
10	NF	1067.63	1069.09	1.46		know what that's called?			
10	NF	1069.32	1070.35	1.03			I don't know		
10	NF	1070.22	1072.09	1.87		a crescent moon			
10	NF	1073.12	1075.1	1.98			a crescent		
10	NF	1074.82	1076.89	2.07		how do you think it looks prettiest?			
10	NF	1076.64	1077.68	1.04				page 13	
10	NF	1077.03	1079.49	2.46		like this, or a half moon			
10	NF	1079.56	1082.66	3.1		or the full moon. which one you think is the prettiest			
10	NF	1079.82	1080.83	1.01				page 12	
10	NF	1082.09	1085.67	3.58				layering 12, 13, and 14 on top of each other so they can see all of them	
10	NF	1084.2	1085.85	1.65		in these pictures			
10	NF	1086.35	1087.41	1.06		which one?			
10	NF	1088.52	1091.06	2.54		which one looks prettiest to you?			
10	NF	1095.19	1097.22	2.03			the crescent moon		
10	NF	1096.74	1099.7	2.96		yeah, I think I like that one the best too			
10	NF	1098.51	1099.24	0.73				page 14	
10	NF	1099.74	1101.19	1.45			crescent moon		
10	NF	1100.31	1103.52	3.21		yeah it looks like the fingernail moon right			
10	NF	1103.73	1106.11	2.38		the fing-, the tip of the fingernail			
10	NF	1105.29	1106.04	0.75				page 15	
10	NF	1106.7	1112.13	5.43		now that you know more about the boo, the moon, would you still like to visit it?			
10	NF	1113.63	1114.8	1.17		would you?			
10	NF	1115.61	1116.49	0.88			no		
10	NF	1116.89	1118.84	1.95		maybe someday you can			
10	NF	1119.29	1121.54	2.25		maybe someday you can't			
10	NF	1121.77	1123.8	2.03		maybe someday you can			
10	NF	1124.97	1127.28	2.31		if you go, do you promise you'll come back?			
10	NF	1126.66	1127.67	1.01	nonfiction end				
12	NF	6.92	7.94	1.02	nonfiction start			Cover	
12	NF	9.51	10.17	0.66			what		
12	NF	11.13	13.32	2.19			why are the rings here		
12	NF	13.48	14.74	1.26		that's holding the book together			
12	NF	15.81	16.75	0.94		alright			
12	NF	16.55	18.06	1.51			all of the book?		
12	NF	18.26	19.29	1.03		all of the book			
12	NF	19.89	23.12	3.23		when you look up at the moon, is what this book's called			
12	NF	23.75	24.68	0.93		what's this			
12	NF	25.13	26.41	1.28			a moon		
12	NF	26.07	26.96	0.89		a moon			mmkay.
12	NF	27.14	28.28	1.14		wanna sit next to me?			
12	NF	29.07	31.79	2.72		##, cause if you don't sit next to me you're not gonna be able to see the book			
12	NF	32.8	33.39	0.59		###			
12	NF	33.52	34.9	1.38			what is this for		
12	NF	34.88	37.74	2.86		that, that's the computer			
12	NF	41.64	42.38	0.74				page 1	
12	NF	41.71	42.22	0.51		alright			
12	NF	44.37	45.2	0.83		wanna sit down?			
12	NF	48.93	49.53	0.6			yeah		
12	NF	49.99	54.37	4.38		when you look up at the moon, do you wish you could visit it?			
12	NF	56.91	57.44	0.53				page 2	
12	NF	58.38	62.4	4.02		you'd see very tall mountains and wide, flat plains there			
12	NF	64.48	67.35	2.87		this is what the moon looks like when you're on the moon			
12	NF	69.98	70.68	0.7				page 3	
12	NF	70.89	75.94	5.05		you would also see big rings called craters and there would be rocks all around you			
12	NF	80.36	81.25	0.89				page 4	
12	NF	81.643	86.173	4.53		since the moon has no air or water, there are no plants or animals there			
12	NF	89.04	89.63	0.59				page 5	
12	NF	89.73	91.82	2.09		has anybody ever visited the moon?			
12	NF	92.11	92.79	0.68		yes			
12	NF	92.22	92.72	0.5			no		
12	NF	92.79	93.43	0.64		no?			
12	NF	93.66	94.16	0.5			no		
12	NF	94.59	97.25	2.66		there have been, yes twelve astronauts			
12	NF	98.72	101.53	2.81		six american spaceships flew to the moon			
12	NF	102.4	104.31	1.91		see, here's the little spaceship coming in			
12	NF	106.04	106.9	0.86				page 6	
12	NF	107.45	111.8	4.35		the first trip was in nineteen-sixty-nine, and the last was in nineteen-seventy-two			
